0 - Sexe,1 - Tranche_age,2 - Statut,3 - Foyer,4 - Enfant,5 - Taille_ville,6 - Region,7 - Style_de_musique,8 - Moment_musique, 9 - Musique/jour, 10 - Musique fréquence, 11 - nb concert, 12 - appareil pour ecouter plus souvent de la musique,13 - musique seul,14 - Visionnage Illegal Musique,15 - musique accompagné,16 - Plateforme
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,R&B,Soul,Reggae,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Moins souvent,Autant de manière légale qu’illégale,Tous les jours ou presque,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,PaysDeLaLoire,"Dance,Electronique,Metal,Pop / Rock",En voiture,Moins de 1 heure / jour,Tous les jours ou presque,NULL,Un autoradio,Tous les jours ou presque,NULL,1 à 5 fois par semaine,
HOMME,De 50 à 64 ans,Couple,4 personnes ou plus,Aucun,PlusDe100000Habitants,IleDeFrance,"Electronique,Pop / Rock","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un ordinateur,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,NordPasDeCalaisPicardie,,Au réveil ou avant de vous endormir,NULL,1 à 3 fois par mois,NULL,NULL,1 à 3 fois par mois,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Aucun,MoinsDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,Musiques du monde,Pop / Rock","Au réveil ou avant de vous endormir,Sous la douche ou en vous préparant",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Une tablette,Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
HOMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,Classique,"Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Lorsque vous vous rassemblez avec des amis ou des proches",NULL,1 à 5 fois par semaine,3 ou 4 concerts/festivals,Un poste de radio / un radioréveil,Tous les jours ou presque,Uniquement de façon légale,Tous les jours ou presque,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
FEMME,De 25 à 34 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,AuvergneRhoneAlpes,"R&B,Rap / Hip-Hop",En cuisinant ou pendant les tâches ménagères,Entre 2 et 3 heures / jour,Tous les jours ou presque,5 concerts/festivals ou plus,NULL,Tous les jours ou presque,NULL,Plusieurs fois par jour,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 25 à 34 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,Jazz,Dance,Electronique,R&B,Soul,Reggae,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En voiture",Entre 4 et 6 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Un ordinateur,Tous les jours ou presque,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,Tous les jours ou presque,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 50 à 64 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,Electronique,R&B,Musiques du monde,Pop / Rock,Rap / Hip-Hop","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,1 à 5 fois par semaine,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,Dance,Electronique","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,NULL,Un ordinateur,Tous les jours ou presque,Uniquement de manière illégale,Jamais,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
FEMME,De 35 à 49 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,Normandie,"Variété Française,Pop / Rock","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,NULL,Plusieurs fois par jour,NULL,Moins souvent,
FEMME,De 50 à 64 ans,Couple,2 personnes,Aucun,MoinsDe100000Habitants,PaysDeLaLoire,"Variété Française,Dance,Musiques du monde,Pop / Rock","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Une enceinte ou une barre de son (connectées par un fil ou en Bluetooth),Tous les jours ou presque,Uniquement de façon légale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 25 à 34 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,CentreValDeLoire,"R&B,Reggae,Pop / Rock","En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,En voiture",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,Uniquement de façon légale,1 à 3 fois par mois,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 50 à 64 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AquitaineLimousinPoitouC,"Variété Française,Dance,Musiques du monde,Pop / Rock","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un ordinateur,Plusieurs fois par jour,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,Tous les jours ou presque,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 25 à 34 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,"Jazz,Soul,Reggae,Classique","Au réveil ou avant de vous endormir,En voiture",NULL,1 à 5 fois par semaine,1 ou 2 concerts/festivals,Une enceinte ou une barre de son (connectées par un fil ou en Bluetooth),Tous les jours ou presque,Uniquement de façon légale,Moins souvent,"Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…)"
FEMME,De 35 à 49 ans,Couple,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,AuvergneRhoneAlpes,Pop / Rock,"En cuisinant ou pendant les tâches ménagères,En voiture",NULL,1 à 5 fois par semaine,NULL,NULL,1 à 5 fois par semaine,Uniquement de façon légale,Moins souvent,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 50 à 64 ans,Couple,4 personnes ou plus,Aucun,PlusDe100000Habitants,NordPasDeCalaisPicardie,"Variété Française,Dance,R&B,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Tous les jours ou presque,Aucun,Un smartphone,Tous les jours ou presque,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,1 à 3 fois par mois,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 65 à plus,Couple,2 personnes,Aucun,MoinsDe100000Habitants,AlsaceChampagneArdenneLo,"Variété Française,Dance,Electronique,Metal,Pop / Rock,Classique","Au réveil ou avant de vous endormir,En voiture",Entre 1 et 2 heures / jour,Plusieurs fois par jour,Aucun,Un poste de radio / un radioréveil,Plusieurs fois par jour,NULL,Plusieurs fois par jour,
FEMME,De 15 à 24 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,Bretagne,"Metal,Pop / Rock","En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 2 et 3 heures / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Une platine Vinyle,Tous les jours ou presque,Uniquement de façon légale,Plusieurs fois par jour,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,PaysDeLaLoire,"Variété Française,Jazz,Soul,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,En faisant du sport ou des activités récréatives",Moins de 1 heure / jour,Tous les jours ou presque,1 ou 2 concerts/festivals,Un poste de radio / un radioréveil,Plusieurs fois par jour,Uniquement de façon légale,1 à 3 fois par mois,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 65 à plus,Couple,2 personnes,Aucun,PlusDe100000Habitants,LanguedocRoussillonMidiP,"Variété Française,R&B,Soul","En travaillant ou en étudiant,En voiture",NULL,1 à 3 fois par mois,NULL,NULL,1 à 5 fois par semaine,NULL,Moins souvent,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 50 à 64 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,AuvergneRhoneAlpes,"Metal,Reggae,Pop / Rock",En voiture,Moins de 1 heure / jour,Tous les jours ou presque,Aucun,Un ordinateur,1 à 5 fois par semaine,Uniquement de façon légale,1 à 5 fois par semaine,
HOMME,De 25 à 34 ans,Célibataire,1 personne,NULL,MoinsDe100000Habitants,CentreValDeLoire,R&B,En voiture,NULL,Moins souvent,NULL,NULL,Plusieurs fois par jour,NULL,Jamais,
HOMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Aucun,PlusDe100000Habitants,IleDeFrance,"Dance,Electronique",En voiture,NULL,1 à 5 fois par semaine,Aucun,Un ordinateur,1 à 5 fois par semaine,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,1 à 5 fois par semaine,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
FEMME,De 50 à 64 ans,Couple,3 personnes,Aucun,PlusDe100000Habitants,ProvenceAlpesCoteDAzur,"Jazz,Electronique,R&B,Soul,Reggae,Pop / Rock,Classique","En cuisinant ou pendant les tâches ménagères,En faisant du sport ou des activités récréatives,En voiture",NULL,1 à 5 fois par semaine,NULL,NULL,Tous les jours ou presque,Uniquement de façon légale,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
HOMME,De 35 à 49 ans,Couple,3 personnes,Aucun,MoinsDe100000Habitants,BourgogneFrancheComte,"Variété Française,Musiques du monde","En cuisinant ou pendant les tâches ménagères,Dans les transports ou sur le chemin des études ou du travail,En voiture",NULL,1 à 3 fois par mois,Aucun,Un smartphone,Plusieurs fois par jour,NULL,Tous les jours ou presque,Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu
HOMME,De 15 à 24 ans,Célibataire,3 personnes,Présence d'enfant(s) au foyer,PlusDe100000Habitants,IleDeFrance,"Variété Française,Metal,Soul,Pop / Rock,Rap / Hip-Hop",En travaillant ou en étudiant,Entre 2 et 3 heures / jour,Plusieurs fois par jour,1 ou 2 concerts/festivals,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,"Des sites de téléchargement payants de morceaux ou d’albums (vous achetez un morceau / un album à télécharger...),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 15 à 24 ans,Enfant,4 personnes ou plus,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,Normandie,Rap / Hip-Hop,"Au réveil ou avant de vous endormir,Dans les transports ou sur le chemin des études ou du travail",Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,NULL,Plusieurs fois par jour,Uniquement de façon légale,Jamais,"Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…),Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)"
FEMME,De 25 à 34 ans,Célibataire,1 personne,NULL,PlusDe100000Habitants,IleDeFrance,"Variété Française,Soul,Reggae,Musiques du monde,Pop / Rock,Classique,Rap / Hip-Hop","Au réveil ou avant de vous endormir,En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail",Entre 1 et 2 heures / jour,Plusieurs fois par jour,Aucun,Un ordinateur,Tous les jours ou presque,Généralement de façon légale même s’il peut m’arriver de le faire de manière illégale,Moins souvent,Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…)
FEMME,De 25 à 34 ans,Couple,3 personnes,Présence d'enfant(s) au foyer,MoinsDe100000Habitants,Normandie,"Variété Française,Dance,Metal,Musiques du monde,Pop / Rock","Au réveil ou avant de vous endormir,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail",Moins de 1 heure / jour,Plusieurs fois par jour,5 concerts/festivals ou plus,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,Plusieurs fois par jour,"Des plateformes de partage de vidéos (YouTube / Dailymotion / Tik Tok…),Des réseaux sociaux (Instagram / Facebook / Snapchat…),Des sites ou applications de radio musicales traditionnelles (Fun radio / Radio Classique / RTL2 / …) ou uniquement diffu"
HOMME,De 25 à 34 ans,Couple,2 personnes,Aucun,PlusDe100000Habitants,IleDeFrance,Pop / Rock,"En travaillant ou en étudiant,En cuisinant ou pendant les tâches ménagères,Sous la douche ou en vous préparant,Dans les transports ou sur le chemin des études ou du travail,En faisant du sport ou des activités récréatives,En voiture,Lorsque vous vous rassemblez avec des amis ou des proches",Entre 1 et 2 heures / jour,Plusieurs fois par jour,NULL,Un smartphone,Plusieurs fois par jour,Uniquement de façon légale,1 à 3 fois par mois,Des services ou des applications de streaming musical (Spotify /  Deezer / Apple Music /  Soundcloud / Napster…)
